"GUEST_ID";"COUNTRY_GUEST";"GENDER_ID";"AGE_RANGE";"LAST_2_YEARS_STAYS";"CONFIRMED_RESERVATIONS";"NUM_DISTINCT_HOTELS";"CONFIRMED_RESERVATIONS_ADR";"AVG_LENGTH_STAY";"AVG_BOOKING_LEADTIME";"AVG_SCORE";"RESERVATION_ID";"CHECKIN_DATE";"CHECKOUT_DATE";"HOTEL_ID"
"1018809217";IT;Femenino;"19-25";2;2;2;209.83;3.50;88.50;8.666666666666666;224;2025-12-20;2025-12-24;"247"
"1007250708";ES;Femenino;"46-65";2;3;2;299.64;2.33;79.33;9.0;225;2025-08-24;2025-08-25;"243"
"1017904880";ES;Femenino;"46-65";2;2;2;162.68;2.50;28.00;8.0;226;2025-10-10;2025-10-13;"255"
"1015105542";IT;Femenino;"46-65";1;1;1;195.90;3.00;31.00;5.0;227;2024-10-17;2024-10-20;"255"
"1018480671";PT;Femenino;"36-45";1;1;1;139.39;4.00;21.00;8.0;228;2025-11-30;2025-12-04;"315"
"1015475708";ES;Femenino;"46-65";2;2;2;308.91;3.00;19.00;8.0;229;2024-12-07;2024-12-09;"231"
"1003752586";PT;Femenino;"46-65";1;2;1;181.20;1.50;1.00;8.0;230;2024-06-09;2024-06-10;"208"
"1001074021";IT;Masculino;"46-65";1;2;2;161.66;2.50;19.50;8.0;231;2024-05-11;2024-05-14;"011"
"1018667145";ES;Femenino;"19-25";1;1;1;151.54;5.00;26.00;5.5;232;2025-12-02;2025-12-07;"041"
"1016992945";IT;Masculino;"46-65";1;1;1;184.50;1.00;1.00;7.0;233;2025-06-14;2025-06-15;"041"
"1017754446";PT;Femenino;>65;1;1;1;171.30;3.00;2.00;9.0;234;2025-08-26;2025-08-29;"208"
"1017578791";IT;Masculino;"19-25";1;1;1;118.09;1.00;32.00;8.0;235;2025-08-11;2025-08-12;"231"
"1018914183";IT;Femenino;"36-45";1;1;1;364.48;2.00;43.00;10.0;236;2025-12-31;2026-01-02;"315"
"1014309501";ES;Femenino;"19-25";1;1;1;126.00;1.00;66.00;10.0;237;2024-07-23;2024-07-24;"011"
"1019301218";IT;Femenino;>65;2;2;1;157.99;1.50;19.00;8.708333333333332;238;2026-02-21;2026-02-22;"026"
"1014637059";ES;Masculino;"19-25";2;2;2;188.00;1.00;7.50;8.5;239;2025-08-29;2025-08-30;"255"
"1015426341";PT;Masculino;"46-65";1;1;1;145.00;3.00;69.00;8.0;240;2024-11-30;2024-12-03;"041"
"1015224019";PT;Masculino;"46-65";1;1;1;289.72;2.00;37.00;9.0;241;2024-11-01;2024-11-03;"315"
"1015223976";PT;Femenino;"26-35";1;1;1;289.72;2.00;37.00;9.0;242;2024-11-01;2024-11-03;"315"
"1004674619";ES;Femenino;"19-25";3;5;2;273.37;1.00;7.20;7.0;243;2025-03-08;2025-03-09;"281"
"1014270020";IT;Masculino;>65;2;2;1;276.63;1.50;6.50;7.5;244;2024-07-19;2024-07-21;"041"
"1015947162";PT;Masculino;"19-25";1;1;1;148.99;2.00;23.00;9.0;245;2025-02-14;2025-02-16;"315"
"1018885005";IT;Femenino;"46-65";2;2;2;300.59;2.50;11.00;7.0;246;2025-12-28;2025-12-30;"315"
"1015618139";PT;Femenino;>65;1;1;1;359.73;4.00;66.00;9.0;247;2024-12-28;2025-01-01;"041"
"1014270020";IT;Masculino;>65;2;2;1;276.63;1.50;6.50;7.5;248;2024-07-21;2024-07-22;"041"
"1018816567";IT;Masculino;"36-45";1;1;1;160.14;3.00;20.00;9.0;249;2025-12-21;2025-12-24;"243"
"1015003269";ES;Femenino;"46-65";2;2;2;220.87;2.50;6.50;4.0;250;2025-07-10;2025-07-13;"315"
"1006174937";ES;Masculino;"36-45";1;2;2;135.75;3.50;8.00;9.0;251;2020-08-17;2020-08-19;"281"
"1018440736";PT;Femenino;>65;1;1;1;252.69;5.00;30.00;10.0;252;2025-11-05;2025-11-10;"011"
"1016721941";IT;Femenino;"36-45";1;1;1;327.78;2.00;38.00;8.0;253;2025-05-16;2025-05-18;"041"
"1019124975";IT;Masculino;"46-65";1;1;1;206.99;8.00;16.00;8.0;254;2026-01-28;2026-02-01;"011"
"1016515083";IT;Femenino;"46-65";1;1;1;225.53;2.00;35.00;8.5;255;2025-04-24;2025-04-26;"026"
"1015681908";ES;Femenino;"26-35";1;1;1;189.00;1.00;4.00;10.0;256;2025-01-04;2025-01-05;"011"
"1011105329";ES;Masculino;"36-45";1;2;2;217.44;4.00;35.50;8.5;257;2023-06-09;2023-06-14;"041"
"1012907995";ES;Masculino;"46-65";1;2;2;192.53;1.00;124.00;8.2;258;2025-09-29;2025-09-30;"255"
"1007371220";ES;Masculino;"46-65";1;2;2;148.37;3.00;73.50;10.0;259;2021-10-30;2021-11-01;"011"
"1016908207";ES;Femenino;"36-45";3;3;2;398.38;1.67;7.33;10.0;260;2025-06-21;2025-06-22;"208"
